EmployeeID,Year,Month,CostCenterID,JobGradeID,CostItemID,CostItem,BudgetCost
HGY20240021,2024,8,CC014,Q008,1,Retribuzione Diretta,2620.8
HGY20240021,2024,8,CC014,Q008,2,Retribuzione Indiretta,403.2000000000001
HGY20240021,2024,8,CC014,Q008,3,Premi e Incentivi,201.6
HGY20240021,2024,8,CC014,Q008,4,Oneri Previdenziali,483.84
HGY20240021,2024,8,CC014,Q008,5,Quota TFR,201.6
HGY20240021,2024,8,CC014,Q008,6,Welfare & Benefit,80.64
HGY20240021,2024,8,CC014,Q008,7,Formazione & Sviluppo,40.32
HGY20240021,2024,9,CC014,Q008,1,Retribuzione Diretta,2620.8
HGY20240021,2024,9,CC014,Q008,2,Retribuzione Indiretta,403.2000000000001
HGY20240021,2024,9,CC014,Q008,3,Premi e Incentivi,201.6
HGY20240021,2024,9,CC014,Q008,4,Oneri Previdenziali,483.84
HGY20240021,2024,9,CC014,Q008,5,Quota TFR,201.6
HGY20240021,2024,9,CC014,Q008,6,Welfare & Benefit,80.64
HGY20240021,2024,9,CC014,Q008,7,Formazione & Sviluppo,40.32
HGY20240021,2024,10,CC014,Q008,1,Retribuzione Diretta,2870.4
HGY20240021,2024,10,CC014,Q008,2,Retribuzione Indiretta,441.6
HGY20240021,2024,10,CC014,Q008,3,Premi e Incentivi,220.8
HGY20240021,2024,10,CC014,Q008,4,Oneri Previdenziali,529.92
HGY20240021,2024,10,CC014,Q008,5,Quota TFR,220.8
HGY20240021,2024,10,CC014,Q008,6,Welfare & Benefit,88.32000000000001
HGY20240021,2024,10,CC014,Q008,7,Formazione & Sviluppo,44.16
HGY20240021,2024,11,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2024,11,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2024,11,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2024,11,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240021,2024,11,CC014,Q008,5,Quota TFR,192.0
HGY20240021,2024,11,CC014,Q008,6,Welfare & Benefit,76.8
HGY20240021,2024,11,CC014,Q008,7,Formazione & Sviluppo,38.4
HGY20240021,2024,12,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2024,12,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2024,12,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2024,12,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240021,2024,12,CC014,Q008,5,Quota TFR,192.0
HGY20240021,2024,12,CC014,Q008,6,Welfare & Benefit,76.8
HGY20240021,2024,12,CC014,Q008,7,Formazione & Sviluppo,38.4
HGY20240021,2025,1,CC014,Q008,1,Retribuzione Diretta,2620.8
HGY20240021,2025,1,CC014,Q008,2,Retribuzione Indiretta,403.2000000000001
HGY20240021,2025,1,CC014,Q008,3,Premi e Incentivi,201.6
HGY20240021,2025,1,CC014,Q008,4,Oneri Previdenziali,483.84
HGY20240021,2025,1,CC014,Q008,5,Quota TFR,201.6
HGY20240021,2025,1,CC014,Q008,6,Welfare & Benefit,80.64
HGY20240021,2025,1,CC014,Q008,7,Formazione & Sviluppo,40.32
HGY20240021,2025,2,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2025,2,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2025,2,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2025,2,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240021,2025,2,CC014,Q008,5,Quota TFR,192.0
HGY20240021,2025,2,CC014,Q008,6,Welfare & Benefit,76.8
HGY20240021,2025,2,CC014,Q008,7,Formazione & Sviluppo,38.4
HGY20240021,2025,3,CC014,Q008,1,Retribuzione Diretta,2620.8
HGY20240021,2025,3,CC014,Q008,2,Retribuzione Indiretta,403.2000000000001
HGY20240021,2025,3,CC014,Q008,3,Premi e Incentivi,201.6
HGY20240021,2025,3,CC014,Q008,4,Oneri Previdenziali,483.84
HGY20240021,2025,3,CC014,Q008,5,Quota TFR,201.6
HGY20240021,2025,3,CC014,Q008,6,Welfare & Benefit,80.64
HGY20240021,2025,3,CC014,Q008,7,Formazione & Sviluppo,40.32
HGY20240021,2025,4,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2025,4,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2025,4,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2025,4,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240021,2025,4,CC014,Q008,5,Quota TFR,192.0
HGY20240021,2025,4,CC014,Q008,6,Welfare & Benefit,76.8
HGY20240021,2025,4,CC014,Q008,7,Formazione & Sviluppo,38.4
HGY20240021,2025,5,CC014,Q008,1,Retribuzione Diretta,2620.8
HGY20240021,2025,5,CC014,Q008,2,Retribuzione Indiretta,403.2000000000001
HGY20240021,2025,5,CC014,Q008,3,Premi e Incentivi,201.6
HGY20240021,2025,5,CC014,Q008,4,Oneri Previdenziali,483.84
HGY20240021,2025,5,CC014,Q008,5,Quota TFR,201.6
HGY20240021,2025,5,CC014,Q008,6,Welfare & Benefit,80.64
HGY20240021,2025,5,CC014,Q008,7,Formazione & Sviluppo,40.32
HGY20240021,2025,6,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2025,6,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2025,6,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2025,6,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240021,2025,6,CC014,Q008,5,Quota TFR,192.0
HGY20240021,2025,6,CC014,Q008,6,Welfare & Benefit,76.8
HGY20240021,2025,6,CC014,Q008,7,Formazione & Sviluppo,38.4
HGY20240021,2025,7,CC014,Q008,1,Retribuzione Diretta,2870.4
HGY20240021,2025,7,CC014,Q008,2,Retribuzione Indiretta,441.6
HGY20240021,2025,7,CC014,Q008,3,Premi e Incentivi,220.8
HGY20240021,2025,7,CC014,Q008,4,Oneri Previdenziali,529.92
HGY20240021,2025,7,CC014,Q008,5,Quota TFR,220.8
HGY20240021,2025,7,CC014,Q008,6,Welfare & Benefit,88.32000000000001
HGY20240021,2025,7,CC014,Q008,7,Formazione & Sviluppo,44.16
HGY20240021,2025,8,CC014,Q008,1,Retribuzione Diretta,2496.0
HGY20240021,2025,8,CC014,Q008,2,Retribuzione Indiretta,384.0
HGY20240021,2025,8,CC014,Q008,3,Premi e Incentivi,192.0
HGY20240021,2025,8,CC014,Q008,4,Oneri Previdenziali,460.8
HGY20240007,2024,6,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2024,6,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2024,7,CC013,Q001,1,Retribuzione Diretta,4036.5
HGY20240007,2024,7,CC013,Q001,2,Retribuzione Indiretta,621.0
HGY20240007,2024,7,CC013,Q001,3,Premi e Incentivi,310.5
HGY20240007,2024,7,CC013,Q001,4,Oneri Previdenziali,745.1999999999999
HGY20240007,2024,7,CC013,Q001,5,Quota TFR,310.5
HGY20240007,2024,7,CC013,Q001,6,Welfare & Benefit,124.2
HGY20240007,2024,7,CC013,Q001,7,Formazione & Sviluppo,62.1
HGY20240007,2024,8,CC013,Q001,1,Retribuzione Diretta,3685.5
HGY20240007,2024,8,CC013,Q001,2,Retribuzione Indiretta,567.0
HGY20240007,2024,8,CC013,Q001,3,Premi e Incentivi,283.5
HGY20240007,2024,8,CC013,Q001,4,Oneri Previdenziali,680.4
HGY20240007,2024,8,CC013,Q001,5,Quota TFR,283.5
HGY20240007,2024,8,CC013,Q001,6,Welfare & Benefit,113.4
HGY20240007,2024,8,CC013,Q001,7,Formazione & Sviluppo,56.7
HGY20240007,2024,9,CC013,Q001,1,Retribuzione Diretta,3685.5
HGY20240007,2024,9,CC013,Q001,2,Retribuzione Indiretta,567.0
HGY20240007,2024,9,CC013,Q001,3,Premi e Incentivi,283.5
HGY20240007,2024,9,CC013,Q001,4,Oneri Previdenziali,680.4
HGY20240007,2024,9,CC013,Q001,5,Quota TFR,283.5
HGY20240007,2024,9,CC013,Q001,6,Welfare & Benefit,113.4
HGY20240007,2024,9,CC013,Q001,7,Formazione & Sviluppo,56.7
HGY20240007,2024,10,CC013,Q001,1,Retribuzione Diretta,4036.5
HGY20240007,2024,10,CC013,Q001,2,Retribuzione Indiretta,621.0
HGY20240007,2024,10,CC013,Q001,3,Premi e Incentivi,310.5
HGY20240007,2024,10,CC013,Q001,4,Oneri Previdenziali,745.1999999999999
HGY20240007,2024,10,CC013,Q001,5,Quota TFR,310.5
HGY20240007,2024,10,CC013,Q001,6,Welfare & Benefit,124.2
HGY20240007,2024,10,CC013,Q001,7,Formazione & Sviluppo,62.1
HGY20240007,2024,11,CC013,Q001,1,Retribuzione Diretta,3510.0
HGY20240007,2024,11,CC013,Q001,2,Retribuzione Indiretta,540.0
HGY20240007,2024,11,CC013,Q001,3,Premi e Incentivi,270.0
HGY20240007,2024,11,CC013,Q001,4,Oneri Previdenziali,648.0
HGY20240007,2024,11,CC013,Q001,5,Quota TFR,270.0
HGY20240007,2024,11,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2024,11,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2024,12,CC013,Q001,1,Retribuzione Diretta,3510.0
HGY20240007,2024,12,CC013,Q001,2,Retribuzione Indiretta,540.0
HGY20240007,2024,12,CC013,Q001,3,Premi e Incentivi,270.0
HGY20240007,2024,12,CC013,Q001,4,Oneri Previdenziali,648.0
HGY20240007,2024,12,CC013,Q001,5,Quota TFR,270.0
HGY20240007,2024,12,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2024,12,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2025,1,CC013,Q001,1,Retribuzione Diretta,3685.5
HGY20240007,2025,1,CC013,Q001,2,Retribuzione Indiretta,567.0
HGY20240007,2025,1,CC013,Q001,3,Premi e Incentivi,283.5
HGY20240007,2025,1,CC013,Q001,4,Oneri Previdenziali,680.4
HGY20240007,2025,1,CC013,Q001,5,Quota TFR,283.5
HGY20240007,2025,1,CC013,Q001,6,Welfare & Benefit,113.4
HGY20240007,2025,1,CC013,Q001,7,Formazione & Sviluppo,56.7
HGY20240007,2025,2,CC013,Q001,1,Retribuzione Diretta,3510.0
HGY20240007,2025,2,CC013,Q001,2,Retribuzione Indiretta,540.0
HGY20240007,2025,2,CC013,Q001,3,Premi e Incentivi,270.0
HGY20240007,2025,2,CC013,Q001,4,Oneri Previdenziali,648.0
HGY20240007,2025,2,CC013,Q001,5,Quota TFR,270.0
HGY20240007,2025,2,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2025,2,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2025,3,CC013,Q001,1,Retribuzione Diretta,3685.5
HGY20240007,2025,3,CC013,Q001,2,Retribuzione Indiretta,567.0
HGY20240007,2025,3,CC013,Q001,3,Premi e Incentivi,283.5
HGY20240007,2025,3,CC013,Q001,4,Oneri Previdenziali,680.4
HGY20240007,2025,3,CC013,Q001,5,Quota TFR,283.5
HGY20240007,2025,3,CC013,Q001,6,Welfare & Benefit,113.4
HGY20240007,2025,3,CC013,Q001,7,Formazione & Sviluppo,56.7
HGY20240007,2025,4,CC013,Q001,1,Retribuzione Diretta,3510.0
HGY20240007,2025,4,CC013,Q001,2,Retribuzione Indiretta,540.0
HGY20240007,2025,4,CC013,Q001,3,Premi e Incentivi,270.0
HGY20240007,2025,4,CC013,Q001,4,Oneri Previdenziali,648.0
HGY20240007,2025,4,CC013,Q001,5,Quota TFR,270.0
HGY20240007,2025,4,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2025,4,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2025,5,CC013,Q001,1,Retribuzione Diretta,3685.5
HGY20240007,2025,5,CC013,Q001,2,Retribuzione Indiretta,567.0
HGY20240007,2025,5,CC013,Q001,3,Premi e Incentivi,283.5
HGY20240007,2025,5,CC013,Q001,4,Oneri Previdenziali,680.4
HGY20240007,2025,5,CC013,Q001,5,Quota TFR,283.5
HGY20240007,2025,5,CC013,Q001,6,Welfare & Benefit,113.4
HGY20240007,2025,5,CC013,Q001,7,Formazione & Sviluppo,56.7
HGY20240007,2025,6,CC013,Q001,1,Retribuzione Diretta,3510.0
HGY20240007,2025,6,CC013,Q001,2,Retribuzione Indiretta,540.0
HGY20240007,2025,6,CC013,Q001,3,Premi e Incentivi,270.0
HGY20240007,2025,6,CC013,Q001,4,Oneri Previdenziali,648.0
HGY20240007,2025,6,CC013,Q001,5,Quota TFR,270.0
HGY20240007,2025,6,CC013,Q001,6,Welfare & Benefit,108.0
HGY20240007,2025,6,CC013,Q001,7,Formazione & Sviluppo,54.0
HGY20240007,2025,7,CC013,Q001,1,Retribuzione Diretta,4036.5
HGY20240007,2025,7,CC013,Q001,2,Retribuzione Indiretta,621.0
HGY20240007,2025,7,CC013,Q001,3,Premi e Incentivi,310.5
HGY20240007,2025,7,CC013,Q001,4,Oneri Previdenziali,745.1999999999999
HGY20240007,2025,7,CC013,Q001,5,Quota TFR,310.5
HGY20240032,2024,5,CC010,Q002,5,Quota TFR,281.6
HGY20240032,2024,5,CC010,Q002,6,Welfare & Benefit,112.64
HGY20240032,2024,5,CC010,Q002,7,Formazione & Sviluppo,56.32
HGY20240032,2024,6,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2024,6,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2024,6,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2024,6,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240032,2024,6,CC010,Q002,5,Quota TFR,256.0
HGY20240032,2024,6,CC010,Q002,6,Welfare & Benefit,102.4
HGY20240032,2024,6,CC010,Q002,7,Formazione & Sviluppo,51.2
HGY20240032,2024,7,CC010,Q002,1,Retribuzione Diretta,3827.2
HGY20240032,2024,7,CC010,Q002,2,Retribuzione Indiretta,588.8000000000001
HGY20240032,2024,7,CC010,Q002,3,Premi e Incentivi,294.40000000000003
HGY20240032,2024,7,CC010,Q002,4,Oneri Previdenziali,706.56
HGY20240032,2024,7,CC010,Q002,5,Quota TFR,294.40000000000003
HGY20240032,2024,7,CC010,Q002,6,Welfare & Benefit,117.76
HGY20240032,2024,7,CC010,Q002,7,Formazione & Sviluppo,58.88
HGY20240032,2024,8,CC010,Q002,1,Retribuzione Diretta,3494.4
HGY20240032,2024,8,CC010,Q002,2,Retribuzione Indiretta,537.6
HGY20240032,2024,8,CC010,Q002,3,Premi e Incentivi,268.8
HGY20240032,2024,8,CC010,Q002,4,Oneri Previdenziali,645.12
HGY20240032,2024,8,CC010,Q002,5,Quota TFR,268.8
HGY20240032,2024,8,CC010,Q002,6,Welfare & Benefit,107.52
HGY20240032,2024,8,CC010,Q002,7,Formazione & Sviluppo,53.76
HGY20240032,2024,9,CC010,Q002,1,Retribuzione Diretta,3494.4
HGY20240032,2024,9,CC010,Q002,2,Retribuzione Indiretta,537.6
HGY20240032,2024,9,CC010,Q002,3,Premi e Incentivi,268.8
HGY20240032,2024,9,CC010,Q002,4,Oneri Previdenziali,645.12
HGY20240032,2024,9,CC010,Q002,5,Quota TFR,268.8
HGY20240032,2024,9,CC010,Q002,6,Welfare & Benefit,107.52
HGY20240032,2024,9,CC010,Q002,7,Formazione & Sviluppo,53.76
HGY20240032,2024,10,CC010,Q002,1,Retribuzione Diretta,3827.2
HGY20240032,2024,10,CC010,Q002,2,Retribuzione Indiretta,588.8000000000001
HGY20240032,2024,10,CC010,Q002,3,Premi e Incentivi,294.40000000000003
HGY20240032,2024,10,CC010,Q002,4,Oneri Previdenziali,706.56
HGY20240032,2024,10,CC010,Q002,5,Quota TFR,294.40000000000003
HGY20240032,2024,10,CC010,Q002,6,Welfare & Benefit,117.76
HGY20240032,2024,10,CC010,Q002,7,Formazione & Sviluppo,58.88
HGY20240032,2024,11,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2024,11,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2024,11,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2024,11,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240032,2024,11,CC010,Q002,5,Quota TFR,256.0
HGY20240032,2024,11,CC010,Q002,6,Welfare & Benefit,102.4
HGY20240032,2024,11,CC010,Q002,7,Formazione & Sviluppo,51.2
HGY20240032,2024,12,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2024,12,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2024,12,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2024,12,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240032,2024,12,CC010,Q002,5,Quota TFR,256.0
HGY20240032,2024,12,CC010,Q002,6,Welfare & Benefit,102.4
HGY20240032,2024,12,CC010,Q002,7,Formazione & Sviluppo,51.2
HGY20240032,2025,1,CC010,Q002,1,Retribuzione Diretta,3494.4
HGY20240032,2025,1,CC010,Q002,2,Retribuzione Indiretta,537.6
HGY20240032,2025,1,CC010,Q002,3,Premi e Incentivi,268.8
HGY20240032,2025,1,CC010,Q002,4,Oneri Previdenziali,645.12
HGY20240032,2025,1,CC010,Q002,5,Quota TFR,268.8
HGY20240032,2025,1,CC010,Q002,6,Welfare & Benefit,107.52
HGY20240032,2025,1,CC010,Q002,7,Formazione & Sviluppo,53.76
HGY20240032,2025,2,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2025,2,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2025,2,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2025,2,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240032,2025,2,CC010,Q002,5,Quota TFR,256.0
HGY20240032,2025,2,CC010,Q002,6,Welfare & Benefit,102.4
HGY20240032,2025,2,CC010,Q002,7,Formazione & Sviluppo,51.2
HGY20240032,2025,3,CC010,Q002,1,Retribuzione Diretta,3494.4
HGY20240032,2025,3,CC010,Q002,2,Retribuzione Indiretta,537.6
HGY20240032,2025,3,CC010,Q002,3,Premi e Incentivi,268.8
HGY20240032,2025,3,CC010,Q002,4,Oneri Previdenziali,645.12
HGY20240032,2025,3,CC010,Q002,5,Quota TFR,268.8
HGY20240032,2025,3,CC010,Q002,6,Welfare & Benefit,107.52
HGY20240032,2025,3,CC010,Q002,7,Formazione & Sviluppo,53.76
HGY20240032,2025,4,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2025,4,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2025,4,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2025,4,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240032,2025,4,CC010,Q002,5,Quota TFR,256.0
HGY20240032,2025,4,CC010,Q002,6,Welfare & Benefit,102.4
HGY20240032,2025,4,CC010,Q002,7,Formazione & Sviluppo,51.2
HGY20240032,2025,5,CC010,Q002,1,Retribuzione Diretta,3494.4
HGY20240032,2025,5,CC010,Q002,2,Retribuzione Indiretta,537.6
HGY20240032,2025,5,CC010,Q002,3,Premi e Incentivi,268.8
HGY20240032,2025,5,CC010,Q002,4,Oneri Previdenziali,645.12
HGY20240032,2025,5,CC010,Q002,5,Quota TFR,268.8
HGY20240032,2025,5,CC010,Q002,6,Welfare & Benefit,107.52
HGY20240032,2025,5,CC010,Q002,7,Formazione & Sviluppo,53.76
HGY20240032,2025,6,CC010,Q002,1,Retribuzione Diretta,3328.0
HGY20240032,2025,6,CC010,Q002,2,Retribuzione Indiretta,512.0
HGY20240032,2025,6,CC010,Q002,3,Premi e Incentivi,256.0
HGY20240032,2025,6,CC010,Q002,4,Oneri Previdenziali,614.4
HGY20240008,2024,2,CC014,Q009,1,Retribuzione Diretta,2839.2000000000003
HGY20240008,2024,2,CC014,Q009,2,Retribuzione Indiretta,436.8
HGY20240008,2024,2,CC014,Q009,3,Premi e Incentivi,218.4
HGY20240008,2024,2,CC014,Q009,4,Oneri Previdenziali,524.16
HGY20240008,2024,2,CC014,Q009,5,Quota TFR,218.4
HGY20240008,2024,2,CC014,Q009,6,Welfare & Benefit,87.36
HGY20240008,2024,2,CC014,Q009,7,Formazione & Sviluppo,43.68
HGY20240008,2024,3,CC014,Q009,1,Retribuzione Diretta,2839.2000000000003
HGY20240008,2024,3,CC014,Q009,2,Retribuzione Indiretta,436.8
HGY20240008,2024,3,CC014,Q009,3,Premi e Incentivi,218.4
HGY20240008,2024,3,CC014,Q009,4,Oneri Previdenziali,524.16
HGY20240008,2024,3,CC014,Q009,5,Quota TFR,218.4
HGY20240008,2024,3,CC014,Q009,6,Welfare & Benefit,87.36
HGY20240008,2024,3,CC014,Q009,7,Formazione & Sviluppo,43.68
HGY20240008,2024,4,CC014,Q009,1,Retribuzione Diretta,2704.0
HGY20240008,2024,4,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2024,4,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2024,4,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2024,4,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2024,4,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2024,4,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2024,5,CC014,Q009,1,Retribuzione Diretta,2974.4
HGY20240008,2024,5,CC014,Q009,2,Retribuzione Indiretta,457.6
HGY20240008,2024,5,CC014,Q009,3,Premi e Incentivi,228.8
HGY20240008,2024,5,CC014,Q009,4,Oneri Previdenziali,549.12
HGY20240008,2024,5,CC014,Q009,5,Quota TFR,228.8
HGY20240008,2024,5,CC014,Q009,6,Welfare & Benefit,91.52
HGY20240008,2024,5,CC014,Q009,7,Formazione & Sviluppo,45.76
HGY20240008,2024,6,CC014,Q009,1,Retribuzione Diretta,2704.0
HGY20240008,2024,6,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2024,6,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2024,6,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2024,6,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2024,6,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2024,6,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2024,7,CC014,Q009,1,Retribuzione Diretta,3109.6
HGY20240008,2024,7,CC014,Q009,2,Retribuzione Indiretta,478.4
HGY20240008,2024,7,CC014,Q009,3,Premi e Incentivi,239.2
HGY20240008,2024,7,CC014,Q009,4,Oneri Previdenziali,574.0799999999999
HGY20240008,2024,7,CC014,Q009,5,Quota TFR,239.2
HGY20240008,2024,7,CC014,Q009,6,Welfare & Benefit,95.68
HGY20240008,2024,7,CC014,Q009,7,Formazione & Sviluppo,47.84
HGY20240008,2024,8,CC014,Q009,1,Retribuzione Diretta,2839.2000000000003
HGY20240008,2024,8,CC014,Q009,2,Retribuzione Indiretta,436.8
HGY20240008,2024,8,CC014,Q009,3,Premi e Incentivi,218.4
HGY20240008,2024,8,CC014,Q009,4,Oneri Previdenziali,524.16
HGY20240008,2024,8,CC014,Q009,5,Quota TFR,218.4
HGY20240008,2024,8,CC014,Q009,6,Welfare & Benefit,87.36
HGY20240008,2024,8,CC014,Q009,7,Formazione & Sviluppo,43.68
HGY20240008,2024,9,CC014,Q009,1,Retribuzione Diretta,2839.2000000000003
HGY20240008,2024,9,CC014,Q009,2,Retribuzione Indiretta,436.8
HGY20240008,2024,9,CC014,Q009,3,Premi e Incentivi,218.4
HGY20240008,2024,9,CC014,Q009,4,Oneri Previdenziali,524.16
HGY20240008,2024,9,CC014,Q009,5,Quota TFR,218.4
HGY20240008,2024,9,CC014,Q009,6,Welfare & Benefit,87.36
HGY20240008,2024,9,CC014,Q009,7,Formazione & Sviluppo,43.68
HGY20240008,2024,10,CC014,Q009,1,Retribuzione Diretta,3109.6
HGY20240008,2024,10,CC014,Q009,2,Retribuzione Indiretta,478.4
HGY20240008,2024,10,CC014,Q009,3,Premi e Incentivi,239.2
HGY20240008,2024,10,CC014,Q009,4,Oneri Previdenziali,574.0799999999999
HGY20240008,2024,10,CC014,Q009,5,Quota TFR,239.2
HGY20240008,2024,10,CC014,Q009,6,Welfare & Benefit,95.68
HGY20240008,2024,10,CC014,Q009,7,Formazione & Sviluppo,47.84
HGY20240008,2024,11,CC014,Q009,1,Retribuzione Diretta,2704.0
HGY20240008,2024,11,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2024,11,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2024,11,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2024,11,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2024,11,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2024,11,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2024,12,CC014,Q009,1,Retribuzione Diretta,2704.0
HGY20240008,2024,12,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2024,12,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2024,12,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2024,12,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2024,12,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2024,12,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2025,1,CC014,Q009,1,Retribuzione Diretta,2839.2000000000003
HGY20240008,2025,1,CC014,Q009,2,Retribuzione Indiretta,436.8
HGY20240008,2025,1,CC014,Q009,3,Premi e Incentivi,218.4
HGY20240008,2025,1,CC014,Q009,4,Oneri Previdenziali,524.16
HGY20240008,2025,1,CC014,Q009,5,Quota TFR,218.4
HGY20240008,2025,1,CC014,Q009,6,Welfare & Benefit,87.36
HGY20240008,2025,1,CC014,Q009,7,Formazione & Sviluppo,43.68
HGY20240008,2025,2,CC014,Q009,1,Retribuzione Diretta,2704.0
HGY20240008,2025,2,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2025,2,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2025,2,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2025,2,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2025,2,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2025,2,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2025,8,CC014,Q009,2,Retribuzione Indiretta,416.0
HGY20240008,2025,8,CC014,Q009,3,Premi e Incentivi,208.0
HGY20240008,2025,8,CC014,Q009,4,Oneri Previdenziali,499.2
HGY20240008,2025,8,CC014,Q009,5,Quota TFR,208.0
HGY20240008,2025,8,CC014,Q009,6,Welfare & Benefit,83.2
HGY20240008,2025,8,CC014,Q009,7,Formazione & Sviluppo,41.6
HGY20240008,2025,9,CC014,Q009,1,Retribuzione Diretta,2974.4
HGY20240008,2025,9,CC014,Q009,2,Retribuzione Indiretta,457.6
HGY20240008,2025,9,CC014,Q009,3,Premi e Incentivi,228.8
HGY20240008,2025,9,CC014,Q009,4,Oneri Previdenziali,549.12
HGY20240008,2025,9,CC014,Q009,5,Quota TFR,228.8
HGY20240008,2025,9,CC014,Q009,6,Welfare & Benefit,91.52
HGY20240008,2025,9,CC014,Q009,7,Formazione & Sviluppo,45.76
HGY20240008,2025,10,CC014,Q009,1,Retribuzione Diretta,3109.6
HGY20240008,2025,10,CC014,Q009,2,Retribuzione Indiretta,478.4
HGY20240008,2025,10,CC014,Q009,3,Premi e Incentivi,239.2
HGY20240008,2025,10,CC014,Q009,4,Oneri Previdenziali,574.0799999999999
