EmployeeID,Year,Month,AccruedLeaveHours,TakenLeaveHours,MonthlyLeaveBalance
HGY20240064,2025,10,13.0,6.0,7.0
HGY20240064,2025,11,13.0,6.0,7.0
HGY20240064,2025,12,13.0,0.0,13.0
HGY20240065,2024,1,17.33,16.0,1.3299999999999983
HGY20240065,2024,2,17.33,8.0,9.329999999999998
HGY20240065,2024,3,17.33,8.0,9.329999999999998
HGY20240065,2024,4,17.33,8.0,9.329999999999998
HGY20240065,2024,5,17.33,8.0,9.329999999999998
HGY20240065,2024,6,17.33,16.0,1.3299999999999983
HGY20240065,2024,7,17.33,0.0,17.33
HGY20240065,2024,8,17.33,8.0,9.329999999999998
HGY20240065,2024,9,17.33,0.0,17.33
HGY20240065,2024,10,17.33,24.0,-6.670000000000002
HGY20240065,2024,11,17.33,16.0,1.3299999999999983
HGY20240065,2024,12,17.33,16.0,1.3299999999999983
HGY20240065,2025,1,17.33,16.0,1.3299999999999983
HGY20240065,2025,2,17.33,8.0,9.329999999999998
HGY20240065,2025,3,17.33,0.0,17.33
HGY20240065,2025,4,17.33,16.0,1.3299999999999983
HGY20240065,2025,5,17.33,0.0,17.33
HGY20240065,2025,6,17.33,0.0,17.33
HGY20240065,2025,7,17.33,16.0,1.3299999999999983
HGY20240065,2025,8,17.33,8.0,9.329999999999998
HGY20240065,2025,9,17.33,8.0,9.329999999999998
HGY20240065,2025,10,17.33,0.0,17.33
HGY20240065,2025,11,17.33,8.0,9.329999999999998
HGY20240065,2025,12,17.33,16.0,1.3299999999999983
HGY20240066,2024,1,17.33,32.0,-14.670000000000002
HGY20240066,2024,2,17.33,0.0,17.33
HGY20240066,2024,3,17.33,8.0,9.329999999999998
HGY20240066,2024,4,17.33,24.0,-6.670000000000002
HGY20240066,2024,5,17.33,8.0,9.329999999999998
HGY20240066,2024,6,17.33,8.0,9.329999999999998
HGY20240066,2024,7,17.33,24.0,-6.670000000000002
HGY20240066,2024,8,17.33,0.0,17.33
HGY20240066,2024,9,17.33,0.0,17.33
HGY20240066,2024,10,17.33,0.0,17.33
HGY20240066,2024,11,17.33,0.0,17.33
HGY20240066,2024,12,17.33,0.0,17.33
HGY20240066,2025,1,17.33,0.0,17.33
HGY20240066,2025,2,17.33,0.0,17.33
HGY20240066,2025,3,17.33,0.0,17.33
HGY20240066,2025,4,17.33,0.0,17.33
HGY20240066,2025,5,17.33,0.0,17.33
HGY20240066,2025,6,17.33,0.0,17.33
HGY20240066,2025,7,17.33,0.0,17.33
HGY20240066,2025,8,17.33,0.0,17.33
HGY20240066,2025,9,17.33,0.0,17.33
HGY20240066,2025,10,17.33,0.0,17.33
HGY20240066,2025,11,17.33,0.0,17.33
HGY20240066,2025,12,17.33,0.0,17.33
HGY20240067,2024,1,17.33,0.0,17.33
HGY20240067,2024,2,17.33,8.0,9.329999999999998
HGY20240067,2024,3,17.33,8.0,9.329999999999998
HGY20240067,2024,4,17.33,8.0,9.329999999999998
HGY20240067,2024,5,17.33,0.0,17.33
HGY20240067,2024,6,17.33,16.0,1.3299999999999983
HGY20240067,2024,7,17.33,0.0,17.33
HGY20240067,2024,8,17.33,16.0,1.3299999999999983
HGY20240067,2024,9,17.33,8.0,9.329999999999998
HGY20240067,2024,10,17.33,0.0,17.33
HGY20240067,2024,11,17.33,0.0,17.33
HGY20240067,2024,12,17.33,0.0,17.33
HGY20240067,2025,1,17.33,8.0,9.329999999999998
HGY20240067,2025,2,17.33,8.0,9.329999999999998
HGY20240067,2025,3,17.33,8.0,9.329999999999998
HGY20240067,2025,4,17.33,8.0,9.329999999999998
HGY20240067,2025,5,17.33,0.0,17.33
HGY20240067,2025,6,17.33,8.0,9.329999999999998
HGY20240067,2025,7,17.33,8.0,9.329999999999998
HGY20240067,2025,8,17.33,8.0,9.329999999999998
HGY20240067,2025,9,17.33,8.0,9.329999999999998
HGY20240067,2025,10,17.33,24.0,-6.670000000000002
HGY20240067,2025,11,17.33,8.0,9.329999999999998
HGY20240067,2025,12,17.33,0.0,17.33
HGY20240068,2024,1,13.0,12.0,1.0
HGY20240068,2024,2,13.0,6.0,7.0
HGY20240068,2024,3,13.0,6.0,7.0
HGY20240068,2024,4,13.0,0.0,13.0
HGY20240068,2024,5,13.0,12.0,1.0
HGY20240068,2024,6,13.0,0.0,13.0
HGY20240068,2024,7,13.0,12.0,1.0
HGY20240068,2024,8,13.0,0.0,13.0
HGY20240068,2024,9,13.0,0.0,13.0
HGY20240068,2024,10,13.0,6.0,7.0
HGY20240068,2024,11,13.0,6.0,7.0
HGY20240068,2024,12,13.0,12.0,1.0
HGY20240068,2025,1,13.0,6.0,7.0
HGY20240068,2025,2,13.0,0.0,13.0
HGY20240068,2025,3,13.0,0.0,13.0
HGY20240068,2025,4,13.0,0.0,13.0
HGY20240068,2025,5,13.0,6.0,7.0
HGY20240068,2025,6,13.0,12.0,1.0
HGY20240068,2025,7,13.0,6.0,7.0
HGY20240068,2025,8,13.0,0.0,13.0
HGY20240068,2025,9,13.0,12.0,1.0
HGY20240068,2025,10,13.0,12.0,1.0
HGY20240068,2025,11,13.0,12.0,1.0
HGY20240068,2025,12,13.0,12.0,1.0
HGY20240069,2024,1,17.33,0.0,17.33
HGY20240069,2024,2,17.33,16.0,1.3299999999999983
HGY20240069,2024,3,17.33,8.0,9.329999999999998
HGY20240069,2024,4,17.33,0.0,17.33
HGY20240069,2024,5,17.33,0.0,17.33
HGY20240069,2024,6,17.33,8.0,9.329999999999998
HGY20240074,2025,1,17.33,8.0,9.329999999999998
HGY20240074,2025,2,17.33,8.0,9.329999999999998
HGY20240074,2025,3,17.33,0.0,17.33
HGY20240074,2025,4,17.33,0.0,17.33
HGY20240074,2025,5,17.33,16.0,1.3299999999999983
HGY20240074,2025,6,17.33,0.0,17.33
HGY20240074,2025,7,17.33,0.0,17.33
HGY20240074,2025,8,17.33,8.0,9.329999999999998
HGY20240074,2025,9,17.33,24.0,-6.670000000000002
HGY20240074,2025,10,17.33,0.0,17.33
HGY20240074,2025,11,17.33,0.0,17.33
HGY20240074,2025,12,17.33,8.0,9.329999999999998
HGY20240075,2024,1,17.33,16.0,1.3299999999999983
HGY20240075,2024,2,17.33,8.0,9.329999999999998
HGY20240075,2024,3,17.33,0.0,17.33
HGY20240075,2024,4,17.33,16.0,1.3299999999999983
HGY20240075,2024,5,17.33,8.0,9.329999999999998
HGY20240075,2024,6,17.33,24.0,-6.670000000000002
HGY20240075,2024,7,17.33,16.0,1.3299999999999983
HGY20240075,2024,8,17.33,0.0,17.33
HGY20240075,2024,9,17.33,40.0,-22.67
HGY20240075,2024,10,17.33,16.0,1.3299999999999983
HGY20240075,2024,11,17.33,16.0,1.3299999999999983
HGY20240075,2024,12,17.33,0.0,17.33
HGY20240075,2025,1,17.33,24.0,-6.670000000000002
HGY20240075,2025,2,17.33,16.0,1.3299999999999983
HGY20240075,2025,3,17.33,16.0,1.3299999999999983
HGY20240075,2025,4,17.33,8.0,9.329999999999998
HGY20240075,2025,5,17.33,16.0,1.3299999999999983
HGY20240075,2025,6,17.33,16.0,1.3299999999999983
HGY20240075,2025,7,17.33,32.0,-14.670000000000002
HGY20240075,2025,8,17.33,8.0,9.329999999999998
HGY20240075,2025,9,17.33,0.0,17.33
HGY20240075,2025,10,17.33,16.0,1.3299999999999983
HGY20240075,2025,11,17.33,16.0,1.3299999999999983
HGY20240075,2025,12,17.33,8.0,9.329999999999998
HGY20240076,2024,1,17.33,16.0,1.3299999999999983
HGY20240076,2024,2,17.33,8.0,9.329999999999998
HGY20240076,2024,3,17.33,16.0,1.3299999999999983
HGY20240076,2024,4,17.33,0.0,17.33
HGY20240076,2024,5,17.33,16.0,1.3299999999999983
HGY20240076,2024,6,17.33,16.0,1.3299999999999983
HGY20240076,2024,7,17.33,8.0,9.329999999999998
HGY20240076,2024,8,17.33,0.0,17.33
HGY20240076,2024,9,17.33,8.0,9.329999999999998
HGY20240076,2024,10,17.33,8.0,9.329999999999998
HGY20240076,2024,11,17.33,16.0,1.3299999999999983
HGY20240076,2024,12,17.33,8.0,9.329999999999998
HGY20240076,2025,1,17.33,24.0,-6.670000000000002
HGY20240076,2025,2,17.33,16.0,1.3299999999999983
HGY20240076,2025,3,17.33,16.0,1.3299999999999983
HGY20240076,2025,4,17.33,16.0,1.3299999999999983
HGY20240076,2025,5,17.33,0.0,17.33
HGY20240076,2025,6,17.33,0.0,17.33
HGY20240076,2025,7,17.33,8.0,9.329999999999998
HGY20240076,2025,8,17.33,8.0,9.329999999999998
HGY20240076,2025,9,17.33,0.0,17.33
HGY20240076,2025,10,17.33,32.0,-14.670000000000002
HGY20240076,2025,11,17.33,16.0,1.3299999999999983
HGY20240076,2025,12,17.33,0.0,17.33
HGY20240077,2024,1,17.33,0.0,17.33
HGY20240077,2024,2,17.33,8.0,9.329999999999998
HGY20240077,2024,3,17.33,0.0,17.33
HGY20240077,2024,4,17.33,0.0,17.33
HGY20240077,2024,5,17.33,16.0,1.3299999999999983
HGY20240077,2024,6,17.33,8.0,9.329999999999998
HGY20240077,2024,7,17.33,8.0,9.329999999999998
HGY20240077,2024,8,17.33,16.0,1.3299999999999983
HGY20240077,2024,9,17.33,24.0,-6.670000000000002
HGY20240077,2024,10,17.33,16.0,1.3299999999999983
HGY20240077,2024,11,17.33,8.0,9.329999999999998
HGY20240077,2024,12,17.33,8.0,9.329999999999998
HGY20240077,2025,1,17.33,8.0,9.329999999999998
HGY20240077,2025,2,17.33,0.0,17.33
HGY20240077,2025,3,17.33,0.0,17.33
HGY20240077,2025,4,17.33,0.0,17.33
HGY20240077,2025,5,17.33,16.0,1.3299999999999983
HGY20240077,2025,6,17.33,24.0,-6.670000000000002
HGY20240077,2025,7,17.33,0.0,17.33
HGY20240077,2025,8,17.33,8.0,9.329999999999998
HGY20240077,2025,9,17.33,8.0,9.329999999999998
HGY20240077,2025,10,17.33,16.0,1.3299999999999983
HGY20240077,2025,11,17.33,0.0,17.33
HGY20240077,2025,12,17.33,16.0,1.3299999999999983
HGY20240078,2024,1,13.0,0.0,13.0
HGY20240078,2024,2,13.0,6.0,7.0
HGY20240078,2024,3,13.0,6.0,7.0
HGY20240078,2024,4,13.0,6.0,7.0
HGY20240078,2024,5,13.0,12.0,1.0
HGY20240078,2024,6,13.0,6.0,7.0
HGY20240078,2024,7,13.0,6.0,7.0
HGY20240078,2024,8,13.0,6.0,7.0
HGY20240078,2024,9,13.0,0.0,13.0
HGY20240078,2024,10,13.0,6.0,7.0
HGY20240078,2024,11,13.0,0.0,13.0
HGY20240078,2024,12,13.0,6.0,7.0
HGY20240078,2025,1,13.0,12.0,1.0
HGY20240078,2025,2,13.0,0.0,13.0
HGY20240078,2025,3,13.0,12.0,1.0
HGY20240078,2025,4,13.0,6.0,7.0
HGY20240078,2025,5,13.0,6.0,7.0
HGY20240078,2025,6,13.0,12.0,1.0
HGY20240078,2025,7,13.0,6.0,7.0
HGY20240078,2025,8,13.0,6.0,7.0
HGY20240078,2025,9,13.0,6.0,7.0
HGY20240078,2025,10,13.0,0.0,13.0
HGY20240078,2025,11,13.0,12.0,1.0
HGY20240078,2025,12,13.0,0.0,13.0
HGY20240079,2024,1,17.33,16.0,1.3299999999999983
HGY20240079,2024,2,17.33,16.0,1.3299999999999983
HGY20240079,2024,3,17.33,16.0,1.3299999999999983
HGY20240079,2024,4,17.33,8.0,9.329999999999998
HGY20240079,2024,5,17.33,16.0,1.3299999999999983
HGY20240079,2024,6,17.33,16.0,1.3299999999999983
HGY20240079,2024,7,17.33,0.0,17.33
HGY20240079,2024,8,17.33,0.0,17.33
HGY20240079,2024,9,17.33,16.0,1.3299999999999983
HGY20240079,2024,10,17.33,24.0,-6.670000000000002
HGY20240079,2024,11,17.33,16.0,1.3299999999999983
HGY20240079,2024,12,17.33,8.0,9.329999999999998
HGY20240079,2025,1,17.33,8.0,9.329999999999998
HGY20240079,2025,2,17.33,0.0,17.33
HGY20240079,2025,3,17.33,16.0,1.3299999999999983
HGY20240079,2025,4,17.33,8.0,9.329999999999998
HGY20240079,2025,5,17.33,8.0,9.329999999999998
HGY20240079,2025,6,17.33,8.0,9.329999999999998
HGY20240085,2024,1,17.33,0.0,17.33
HGY20240085,2024,2,17.33,16.0,1.3299999999999983
HGY20240085,2024,3,17.33,0.0,17.33
HGY20240085,2024,4,17.33,0.0,17.33
HGY20240085,2024,5,17.33,8.0,9.329999999999998
HGY20240085,2024,6,17.33,16.0,1.3299999999999983
HGY20240085,2024,7,17.33,8.0,9.329999999999998
HGY20240085,2024,8,17.33,8.0,9.329999999999998
HGY20240085,2024,9,17.33,16.0,1.3299999999999983
HGY20240085,2024,10,17.33,8.0,9.329999999999998
HGY20240085,2024,11,17.33,0.0,17.33
HGY20240085,2024,12,17.33,8.0,9.329999999999998
HGY20240085,2025,1,17.33,8.0,9.329999999999998
HGY20240085,2025,2,17.33,0.0,17.33
HGY20240085,2025,3,17.33,8.0,9.329999999999998
HGY20240085,2025,4,17.33,16.0,1.3299999999999983
HGY20240085,2025,5,17.33,8.0,9.329999999999998
HGY20240085,2025,6,17.33,16.0,1.3299999999999983
HGY20240085,2025,7,17.33,16.0,1.3299999999999983
HGY20240085,2025,8,17.33,8.0,9.329999999999998
HGY20240085,2025,9,17.33,0.0,17.33
HGY20240085,2025,10,17.33,16.0,1.3299999999999983
HGY20240085,2025,11,17.33,0.0,17.33
HGY20240085,2025,12,17.33,0.0,17.33
HGY20240086,2024,1,17.33,0.0,17.33
HGY20240086,2024,2,17.33,16.0,1.3299999999999983
HGY20240086,2024,3,17.33,24.0,-6.670000000000002
HGY20240086,2024,4,17.33,16.0,1.3299999999999983
HGY20240086,2024,5,17.33,0.0,17.33
HGY20240086,2024,6,17.33,16.0,1.3299999999999983
HGY20240086,2024,7,17.33,16.0,1.3299999999999983
HGY20240086,2024,8,17.33,0.0,17.33
HGY20240086,2024,9,17.33,16.0,1.3299999999999983
HGY20240086,2024,10,17.33,16.0,1.3299999999999983
HGY20240086,2024,11,17.33,8.0,9.329999999999998
HGY20240086,2024,12,17.33,16.0,1.3299999999999983
HGY20240086,2025,1,17.33,32.0,-14.670000000000002
HGY20240086,2025,2,17.33,0.0,17.33
HGY20240086,2025,3,17.33,48.0,-30.67
HGY20240086,2025,4,17.33,8.0,9.329999999999998
HGY20240086,2025,5,17.33,8.0,9.329999999999998
HGY20240086,2025,6,17.33,8.0,9.329999999999998
HGY20240086,2025,7,17.33,8.0,9.329999999999998
HGY20240086,2025,8,17.33,24.0,-6.670000000000002
HGY20240086,2025,9,17.33,16.0,1.3299999999999983
HGY20240086,2025,10,17.33,16.0,1.3299999999999983
HGY20240086,2025,11,17.33,16.0,1.3299999999999983
HGY20240086,2025,12,17.33,24.0,-6.670000000000002
HGY20240087,2024,1,17.33,8.0,9.329999999999998
HGY20240087,2024,2,17.33,8.0,9.329999999999998
HGY20240087,2024,3,17.33,8.0,9.329999999999998
HGY20240087,2024,4,17.33,32.0,-14.670000000000002
HGY20240087,2024,5,17.33,8.0,9.329999999999998
HGY20240087,2024,6,17.33,8.0,9.329999999999998
HGY20240087,2024,7,17.33,8.0,9.329999999999998
HGY20240087,2024,8,17.33,16.0,1.3299999999999983
HGY20240087,2024,9,17.33,0.0,17.33
HGY20240087,2024,10,17.33,8.0,9.329999999999998
HGY20240087,2024,11,17.33,0.0,17.33
HGY20240087,2024,12,17.33,8.0,9.329999999999998
HGY20240087,2025,1,17.33,8.0,9.329999999999998
HGY20240087,2025,2,17.33,8.0,9.329999999999998
HGY20240087,2025,3,17.33,32.0,-14.670000000000002
HGY20240087,2025,4,17.33,16.0,1.3299999999999983
HGY20240087,2025,5,17.33,0.0,17.33
HGY20240087,2025,6,17.33,16.0,1.3299999999999983
HGY20240087,2025,7,17.33,8.0,9.329999999999998
HGY20240087,2025,8,17.33,0.0,17.33
HGY20240087,2025,9,17.33,0.0,17.33
HGY20240087,2025,10,17.33,8.0,9.329999999999998
HGY20240087,2025,11,17.33,0.0,17.33
HGY20240087,2025,12,17.33,8.0,9.329999999999998
HGY20240088,2024,1,17.33,32.0,-14.670000000000002
HGY20240088,2024,2,17.33,16.0,1.3299999999999983
HGY20240088,2024,3,17.33,24.0,-6.670000000000002
HGY20240088,2024,4,17.33,0.0,17.33
HGY20240088,2024,5,17.33,8.0,9.329999999999998
HGY20240088,2024,6,17.33,0.0,17.33
HGY20240093,2025,1,17.33,16.0,1.3299999999999983
HGY20240093,2025,2,17.33,16.0,1.3299999999999983
HGY20240093,2025,3,17.33,32.0,-14.670000000000002
HGY20240093,2025,4,17.33,16.0,1.3299999999999983
HGY20240093,2025,5,17.33,8.0,9.329999999999998
HGY20240093,2025,6,17.33,8.0,9.329999999999998
HGY20240093,2025,7,17.33,0.0,17.33
HGY20240093,2025,8,17.33,8.0,9.329999999999998
HGY20240093,2025,9,17.33,24.0,-6.670000000000002
HGY20240093,2025,10,17.33,16.0,1.3299999999999983
HGY20240093,2025,11,17.33,8.0,9.329999999999998
HGY20240093,2025,12,17.33,0.0,17.33
HGY20240094,2024,1,17.33,0.0,17.33
HGY20240094,2024,2,17.33,16.0,1.3299999999999983
HGY20240094,2024,3,17.33,0.0,17.33
HGY20240094,2024,4,17.33,8.0,9.329999999999998
HGY20240094,2024,5,17.33,8.0,9.329999999999998
HGY20240094,2024,6,17.33,16.0,1.3299999999999983
HGY20240094,2024,7,17.33,8.0,9.329999999999998
HGY20240094,2024,8,17.33,8.0,9.329999999999998
HGY20240094,2024,9,17.33,8.0,9.329999999999998
HGY20240094,2024,10,17.33,16.0,1.3299999999999983
HGY20240094,2024,11,17.33,8.0,9.329999999999998
HGY20240094,2024,12,17.33,16.0,1.3299999999999983
HGY20240094,2025,1,17.33,8.0,9.329999999999998
HGY20240094,2025,2,17.33,8.0,9.329999999999998
HGY20240094,2025,3,17.33,32.0,-14.670000000000002
HGY20240094,2025,4,17.33,16.0,1.3299999999999983
HGY20240094,2025,5,17.33,8.0,9.329999999999998
HGY20240094,2025,6,17.33,0.0,17.33
HGY20240094,2025,7,17.33,0.0,17.33
HGY20240094,2025,8,17.33,24.0,-6.670000000000002
HGY20240094,2025,9,17.33,0.0,17.33
HGY20240094,2025,10,17.33,8.0,9.329999999999998
HGY20240094,2025,11,17.33,8.0,9.329999999999998
HGY20240094,2025,12,17.33,8.0,9.329999999999998
HGY20240095,2024,1,17.33,16.0,1.3299999999999983
HGY20240095,2024,2,17.33,8.0,9.329999999999998
HGY20240095,2024,3,17.33,16.0,1.3299999999999983
HGY20240095,2024,4,17.33,8.0,9.329999999999998
HGY20240095,2024,5,17.33,8.0,9.329999999999998
HGY20240095,2024,6,17.33,8.0,9.329999999999998
HGY20240095,2024,7,17.33,0.0,17.33
HGY20240095,2024,8,17.33,16.0,1.3299999999999983
HGY20240095,2024,9,17.33,16.0,1.3299999999999983
HGY20240095,2024,10,17.33,8.0,9.329999999999998
HGY20240095,2024,11,17.33,0.0,17.33
HGY20240095,2024,12,17.33,8.0,9.329999999999998
HGY20240100,2025,7,13.0,12.0,1.0
HGY20240100,2025,8,13.0,6.0,7.0
HGY20240100,2025,9,13.0,18.0,-5.0
HGY20240100,2025,10,13.0,0.0,13.0
HGY20240100,2025,11,13.0,6.0,7.0
HGY20240100,2025,12,13.0,12.0,1.0
HGY20240101,2024,1,17.33,32.0,-14.670000000000002
HGY20240101,2024,2,17.33,8.0,9.329999999999998
HGY20240101,2024,3,17.33,16.0,1.3299999999999983
HGY20240101,2024,4,17.33,16.0,1.3299999999999983
HGY20240101,2024,5,17.33,8.0,9.329999999999998
HGY20240101,2024,6,17.33,16.0,1.3299999999999983
HGY20240101,2024,7,17.33,8.0,9.329999999999998
HGY20240101,2024,8,17.33,8.0,9.329999999999998
HGY20240101,2024,9,17.33,16.0,1.3299999999999983
HGY20240101,2024,10,17.33,8.0,9.329999999999998
HGY20240101,2024,11,17.33,8.0,9.329999999999998
HGY20240101,2024,12,17.33,0.0,17.33
HGY20240101,2025,1,17.33,16.0,1.3299999999999983
HGY20240101,2025,2,17.33,8.0,9.329999999999998
HGY20240101,2025,3,17.33,16.0,1.3299999999999983
HGY20240101,2025,4,17.33,8.0,9.329999999999998
HGY20240101,2025,5,17.33,0.0,17.33
HGY20240101,2025,6,17.33,16.0,1.3299999999999983
HGY20240101,2025,7,17.33,24.0,-6.670000000000002
HGY20240101,2025,8,17.33,16.0,1.3299999999999983
HGY20240101,2025,9,17.33,32.0,-14.670000000000002
HGY20240101,2025,10,17.33,8.0,9.329999999999998
HGY20240101,2025,11,17.33,16.0,1.3299999999999983
HGY20240101,2025,12,17.33,24.0,-6.670000000000002
HGY20240102,2024,1,13.0,18.0,-5.0
HGY20240102,2024,2,13.0,6.0,7.0
HGY20240102,2024,3,13.0,6.0,7.0
HGY20240102,2024,4,13.0,12.0,1.0
HGY20240102,2024,5,13.0,12.0,1.0
HGY20240102,2024,6,13.0,12.0,1.0
HGY20240102,2024,7,13.0,6.0,7.0
HGY20240102,2024,8,13.0,12.0,1.0
HGY20240102,2024,9,13.0,6.0,7.0
HGY20240102,2024,10,13.0,6.0,7.0
HGY20240102,2024,11,13.0,6.0,7.0
HGY20240102,2024,12,13.0,6.0,7.0
HGY20240102,2025,1,13.0,0.0,13.0
HGY20240102,2025,2,13.0,6.0,7.0
HGY20240102,2025,3,13.0,6.0,7.0
HGY20240102,2025,4,13.0,12.0,1.0
HGY20240102,2025,5,13.0,0.0,13.0
HGY20240102,2025,6,13.0,0.0,13.0
HGY20240102,2025,7,13.0,6.0,7.0
HGY20240102,2025,8,13.0,6.0,7.0
HGY20240102,2025,9,13.0,12.0,1.0
HGY20240102,2025,10,13.0,18.0,-5.0
HGY20240102,2025,11,13.0,6.0,7.0
HGY20240102,2025,12,13.0,12.0,1.0
HGY20240103,2024,1,17.33,24.0,-6.670000000000002
HGY20240103,2024,2,17.33,8.0,9.329999999999998
HGY20240103,2024,3,17.33,0.0,17.33
HGY20240103,2024,4,17.33,0.0,17.33
HGY20240103,2024,5,17.33,8.0,9.329999999999998
HGY20240103,2024,6,17.33,8.0,9.329999999999998
HGY20240103,2024,7,17.33,16.0,1.3299999999999983
HGY20240103,2024,8,17.33,8.0,9.329999999999998
HGY20240103,2024,9,17.33,0.0,17.33
HGY20240103,2024,10,17.33,0.0,17.33
HGY20240103,2024,11,17.33,0.0,17.33
HGY20240103,2024,12,17.33,24.0,-6.670000000000002
HGY20240103,2025,1,17.33,16.0,1.3299999999999983
HGY20240103,2025,2,17.33,0.0,17.33
HGY20240103,2025,3,17.33,24.0,-6.670000000000002
HGY20240103,2025,4,17.33,8.0,9.329999999999998
HGY20240103,2025,5,17.33,16.0,1.3299999999999983
HGY20240103,2025,6,17.33,8.0,9.329999999999998
HGY20240103,2025,7,17.33,16.0,1.3299999999999983
HGY20240103,2025,8,17.33,0.0,17.33
HGY20240103,2025,9,17.33,16.0,1.3299999999999983
HGY20240103,2025,10,17.33,16.0,1.3299999999999983
HGY20240103,2025,11,17.33,8.0,9.329999999999998
HGY20240103,2025,12,17.33,8.0,9.329999999999998
HGY20240104,2024,1,17.33,0.0,17.33
HGY20240104,2024,2,17.33,0.0,17.33
HGY20240104,2024,3,17.33,8.0,9.329999999999998
HGY20240104,2024,4,17.33,16.0,1.3299999999999983
HGY20240104,2024,5,17.33,16.0,1.3299999999999983
HGY20240104,2024,6,17.33,0.0,17.33
HGY20240104,2024,7,17.33,24.0,-6.670000000000002
HGY20240104,2024,8,17.33,16.0,1.3299999999999983
HGY20240104,2024,9,17.33,16.0,1.3299999999999983
HGY20240104,2024,10,17.33,16.0,1.3299999999999983
HGY20240104,2024,11,17.33,0.0,17.33
HGY20240104,2024,12,17.33,0.0,17.33
HGY20240104,2025,1,17.33,0.0,17.33
HGY20240104,2025,2,17.33,24.0,-6.670000000000002
HGY20240104,2025,3,17.33,8.0,9.329999999999998
HGY20240104,2025,4,17.33,24.0,-6.670000000000002
HGY20240104,2025,5,17.33,0.0,17.33
HGY20240104,2025,6,17.33,16.0,1.3299999999999983
HGY20240104,2025,7,17.33,16.0,1.3299999999999983
HGY20240104,2025,8,17.33,40.0,-22.67
HGY20240104,2025,9,17.33,8.0,9.329999999999998
HGY20240104,2025,10,17.33,8.0,9.329999999999998
HGY20240104,2025,11,17.33,0.0,17.33
HGY20240104,2025,12,17.33,16.0,1.3299999999999983
HGY20240105,2024,1,17.33,8.0,9.329999999999998
HGY20240105,2024,2,17.33,0.0,17.33
HGY20240105,2024,3,17.33,0.0,17.33
HGY20240105,2024,4,17.33,32.0,-14.670000000000002
HGY20240105,2024,5,17.33,8.0,9.329999999999998
HGY20240105,2024,6,17.33,0.0,17.33
HGY20240105,2024,7,17.33,0.0,17.33
HGY20240105,2024,8,17.33,0.0,17.33
HGY20240105,2024,9,17.33,8.0,9.329999999999998
HGY20240105,2024,10,17.33,0.0,17.33
HGY20240105,2024,11,17.33,8.0,9.329999999999998
HGY20240105,2024,12,17.33,0.0,17.33
HGY20240105,2025,1,17.33,24.0,-6.670000000000002
HGY20240105,2025,2,17.33,16.0,1.3299999999999983
HGY20240105,2025,3,17.33,16.0,1.3299999999999983
HGY20240105,2025,4,17.33,16.0,1.3299999999999983
HGY20240105,2025,5,17.33,8.0,9.329999999999998
HGY20240105,2025,6,17.33,24.0,-6.670000000000002
HGY20240105,2025,7,17.33,0.0,17.33
HGY20240105,2025,8,17.33,16.0,1.3299999999999983
HGY20240105,2025,9,17.33,8.0,9.329999999999998
HGY20240105,2025,10,17.33,8.0,9.329999999999998
HGY20240105,2025,11,17.33,8.0,9.329999999999998
HGY20240105,2025,12,17.33,32.0,-14.670000000000002
HGY20240106,2024,1,17.33,8.0,9.329999999999998
HGY20240106,2024,2,17.33,32.0,-14.670000000000002
HGY20240106,2024,3,17.33,0.0,17.33
HGY20240106,2024,4,17.33,8.0,9.329999999999998
HGY20240106,2024,5,17.33,8.0,9.329999999999998
HGY20240106,2024,6,17.33,16.0,1.3299999999999983
HGY20240106,2024,7,17.33,16.0,1.3299999999999983
HGY20240106,2024,8,17.33,16.0,1.3299999999999983
HGY20240106,2024,9,17.33,16.0,1.3299999999999983
HGY20240106,2024,10,17.33,16.0,1.3299999999999983
HGY20240106,2024,11,17.33,8.0,9.329999999999998
HGY20240106,2024,12,17.33,16.0,1.3299999999999983
HGY20240106,2025,1,17.33,8.0,9.329999999999998
HGY20240106,2025,2,17.33,0.0,17.33
HGY20240106,2025,3,17.33,8.0,9.329999999999998
HGY20240106,2025,4,17.33,0.0,17.33
HGY20240106,2025,5,17.33,0.0,17.33
HGY20240106,2025,6,17.33,24.0,-6.670000000000002
HGY20240106,2025,7,17.33,8.0,9.329999999999998
HGY20240106,2025,8,17.33,8.0,9.329999999999998
HGY20240106,2025,9,17.33,8.0,9.329999999999998
HGY20240106,2025,10,17.33,32.0,-14.670000000000002
HGY20240106,2025,11,17.33,0.0,17.33
HGY20240106,2025,12,17.33,0.0,17.33
HGY20240107,2024,1,8.67,8.0,0.6699999999999999
HGY20240107,2024,2,8.67,8.0,0.6699999999999999
HGY20240107,2024,3,8.67,8.0,0.6699999999999999
HGY20240107,2024,4,8.67,0.0,8.67
HGY20240107,2024,5,8.67,12.0,-3.33
HGY20240107,2024,6,8.67,8.0,0.6699999999999999
HGY20240107,2024,7,8.67,8.0,0.6699999999999999
HGY20240107,2024,8,8.67,0.0,8.67
HGY20240107,2024,9,8.67,8.0,0.6699999999999999
HGY20240107,2024,10,8.67,4.0,4.67
HGY20240107,2024,11,8.67,4.0,4.67
HGY20240107,2024,12,8.67,0.0,8.67
HGY20240107,2025,1,8.67,12.0,-3.33
HGY20240107,2025,2,8.67,0.0,8.67
HGY20240107,2025,3,8.67,4.0,4.67
HGY20240107,2025,4,8.67,4.0,4.67
