SatisfactionKey,OrderNumber,OrderDateKey,SurveyDateKey,SatisfactionScore,Comments
27819,ORD00027819,20240118,20240123,4,
27820,ORD00027820,20240118,20240122,4,
27821,ORD00027821,20240118,20240121,5,
27822,ORD00027822,20240118,20240123,4,
27823,ORD00027823,20240118,20240121,3,
27824,ORD00027824,20240118,20240123,5,
27825,ORD00027825,20240118,20240119,4,
27826,ORD00027826,20240118,20240123,5,
27827,ORD00027827,20240118,20240124,5,
27828,ORD00027828,20240118,20240119,3,
27829,ORD00027829,20240118,20240122,2,Follow-up required
27830,ORD00027830,20240118,20240120,3,
27831,ORD00027831,20240118,20240123,2,Follow-up required
27832,ORD00027832,20240118,20240124,3,
27833,ORD00027833,20240118,20240121,4,
27834,ORD00027834,20240118,20240122,5,
27835,ORD00027835,20240118,20240123,5,
27836,ORD00027836,20240118,20240125,5,
27837,ORD00027837,20240118,20240125,1,Follow-up required
27838,ORD00027838,20240118,20240122,3,
27839,ORD00027839,20240118,20240122,4,
27840,ORD00027840,20240118,20240122,2,Follow-up required
27841,ORD00027841,20240118,20240122,5,
27842,ORD00027842,20240118,20240121,5,
27843,ORD00027843,20240118,20240119,4,
27844,ORD00027844,20240118,20240119,5,
27845,ORD00027845,20240118,20240124,2,Follow-up required
27846,ORD00027846,20240118,20240121,4,
27847,ORD00027847,20240118,20240122,1,Follow-up required
27848,ORD00027848,20240118,20240121,3,
27849,ORD00027849,20240118,20240122,5,
27850,ORD00027850,20240118,20240124,5,
27851,ORD00027851,20240118,20240122,4,
27852,ORD00027852,20240118,20240120,4,
27853,ORD00027853,20240118,20240119,4,
27854,ORD00027854,20240118,20240121,5,
27855,ORD00027855,20240118,20240123,5,
27856,ORD00027856,20240118,20240124,5,
27857,ORD00027857,20240118,20240125,5,
27858,ORD00027858,20240118,20240124,4,
27859,ORD00027859,20240118,20240122,4,
27860,ORD00027860,20240118,20240123,2,Follow-up required
27861,ORD00027861,20240118,20240120,3,
27862,ORD00027862,20240118,20240124,5,
27863,ORD00027863,20240118,20240119,5,
27864,ORD00027864,20240118,20240122,4,
27865,ORD00027865,20240119,20240124,4,
27866,ORD00027866,20240119,20240121,1,Follow-up required
27867,ORD00027867,20240119,20240120,3,
27868,ORD00027868,20240119,20240124,4,
27869,ORD00027869,20240119,20240122,4,
27870,ORD00027870,20240119,20240126,5,
27871,ORD00027871,20240119,20240126,2,Follow-up required
27872,ORD00027872,20240119,20240123,4,
27873,ORD00027873,20240119,20240126,4,
27874,ORD00027874,20240119,20240121,5,
27875,ORD00027875,20240119,20240124,5,
27876,ORD00027876,20240119,20240126,4,
27877,ORD00027877,20240119,20240122,5,
27878,ORD00027878,20240119,20240126,4,
27879,ORD00027879,20240119,20240124,3,
27880,ORD00027880,20240119,20240121,4,
27881,ORD00027881,20240119,20240123,3,
27882,ORD00027882,20240119,20240120,4,
27883,ORD00027883,20240119,20240125,5,
27884,ORD00027884,20240119,20240120,5,
27885,ORD00027885,20240119,20240126,3,
27886,ORD00027886,20240119,20240120,3,
27887,ORD00027887,20240119,20240121,2,Follow-up required
27888,ORD00027888,20240119,20240125,3,
27889,ORD00027889,20240119,20240125,2,Follow-up required
27890,ORD00027890,20240119,20240120,4,
27891,ORD00027891,20240119,20240123,5,
27892,ORD00027892,20240119,20240121,5,
27893,ORD00027893,20240119,20240124,2,Follow-up required
27894,ORD00027894,20240119,20240125,3,
27895,ORD00027895,20240119,20240125,3,
27896,ORD00027896,20240119,20240125,2,Follow-up required
27897,ORD00027897,20240119,20240124,4,
27898,ORD00027898,20240119,20240121,3,
27899,ORD00027899,20240119,20240123,4,
27900,ORD00027900,20240119,20240126,5,
27901,ORD00027901,20240119,20240121,4,
27902,ORD00027902,20240119,20240121,5,
27903,ORD00027903,20240119,20240124,2,Follow-up required
27904,ORD00027904,20240119,20240121,5,
27905,ORD00027905,20240119,20240123,3,
27906,ORD00027906,20240119,20240120,3,
27907,ORD00027907,20240119,20240126,2,Follow-up required
27908,ORD00027908,20240119,20240126,3,
27909,ORD00027909,20240119,20240123,4,
27910,ORD00027910,20240119,20240123,5,
27911,ORD00027911,20240119,20240124,5,
27912,ORD00027912,20240120,20240126,4,
27913,ORD00027913,20240120,20240121,4,
27914,ORD00027914,20240120,20240123,4,
27915,ORD00027915,20240120,20240122,5,
27916,ORD00027916,20240120,20240121,5,
27917,ORD00027917,20240120,20240125,4,
27918,ORD00027918,20240120,20240126,4,
27919,ORD00027919,20240120,20240122,5,
27920,ORD00027920,20240120,20240125,2,Follow-up required
27921,ORD00027921,20240120,20240122,3,
27922,ORD00027922,20240120,20240125,4,
27923,ORD00027923,20240120,20240125,5,
27924,ORD00027924,20240120,20240125,4,
27925,ORD00027925,20240120,20240122,5,
27926,ORD00027926,20240120,20240123,3,
27927,ORD00027927,20240120,20240126,4,
27928,ORD00027928,20240120,20240121,4,
27929,ORD00027929,20240120,20240122,5,
27930,ORD00027930,20240120,20240123,3,
27931,ORD00027931,20240120,20240127,4,
27932,ORD00027932,20240120,20240121,3,
27933,ORD00027933,20240120,20240122,4,
27934,ORD00027934,20240120,20240127,5,
27935,ORD00027935,20240120,20240121,3,
27936,ORD00027936,20240120,20240123,5,
27937,ORD00027937,20240120,20240127,5,
27938,ORD00027938,20240120,20240125,2,Follow-up required
27939,ORD00027939,20240120,20240126,5,
27940,ORD00027940,20240120,20240124,3,
27941,ORD00027941,20240120,20240121,3,
27942,ORD00027942,20240120,20240122,4,
27943,ORD00027943,20240120,20240124,5,
27944,ORD00027944,20240120,20240121,4,
27945,ORD00027945,20240120,20240121,1,Follow-up required
27946,ORD00027946,20240120,20240124,5,
27947,ORD00027947,20240120,20240125,5,
27948,ORD00027948,20240120,20240122,3,
27949,ORD00027949,20240120,20240122,4,
27950,ORD00027950,20240120,20240127,1,Follow-up required
27951,ORD00027951,20240120,20240125,3,
27952,ORD00027952,20240120,20240123,4,
27953,ORD00027953,20240120,20240121,4,
27954,ORD00027954,20240120,20240123,3,
27955,ORD00027955,20240120,20240126,5,
27956,ORD00027956,20240120,20240124,3,
27957,ORD00027957,20240120,20240122,4,
27958,ORD00027958,20240120,20240124,3,
27959,ORD00027959,20240120,20240121,4,
27960,ORD00027960,20240120,20240122,3,
27961,ORD00027961,20240120,20240127,4,
27962,ORD00027962,20240121,20240125,4,
27963,ORD00027963,20240121,20240123,1,Follow-up required
27964,ORD00027964,20240121,20240123,1,Follow-up required
27965,ORD00027965,20240121,20240128,4,
27966,ORD00027966,20240121,20240123,3,
27967,ORD00027967,20240121,20240124,4,
27968,ORD00027968,20240121,20240127,4,
27969,ORD00027969,20240121,20240125,4,
27970,ORD00027970,20240121,20240126,5,
27971,ORD00027971,20240121,20240123,4,
27972,ORD00027972,20240121,20240122,5,
27973,ORD00027973,20240121,20240127,5,
27974,ORD00027974,20240121,20240124,5,
27975,ORD00027975,20240121,20240124,3,
27976,ORD00027976,20240121,20240127,5,
27977,ORD00027977,20240121,20240126,5,
27978,ORD00027978,20240121,20240128,4,
27979,ORD00027979,20240121,20240126,3,
27980,ORD00027980,20240121,20240124,5,
27981,ORD00027981,20240121,20240124,4,
27982,ORD00027982,20240121,20240125,4,
27983,ORD00027983,20240121,20240124,5,
27984,ORD00027984,20240121,20240124,3,
27985,ORD00027985,20240121,20240123,3,
27986,ORD00027986,20240121,20240126,4,
27987,ORD00027987,20240121,20240125,4,
27988,ORD00027988,20240121,20240124,5,
27989,ORD00027989,20240121,20240125,4,
27990,ORD00027990,20240121,20240126,5,
27991,ORD00027991,20240121,20240124,3,
27992,ORD00027992,20240121,20240123,4,
27993,ORD00027993,20240121,20240127,3,
27994,ORD00027994,20240121,20240124,4,
27995,ORD00027995,20240121,20240126,5,
27996,ORD00027996,20240121,20240125,3,
27997,ORD00027997,20240121,20240123,5,
27998,ORD00027998,20240121,20240122,3,
27999,ORD00027999,20240121,20240128,1,Follow-up required
28000,ORD00028000,20240121,20240122,2,Follow-up required
28001,ORD00028001,20240121,20240126,5,
28002,ORD00028002,20240121,20240126,3,
28003,ORD00028003,20240121,20240123,4,
28004,ORD00028004,20240121,20240127,4,
28005,ORD00028005,20240121,20240125,3,
28006,ORD00028006,20240121,20240124,4,
28007,ORD00028007,20240121,20240122,4,
28008,ORD00028008,20240121,20240122,5,
28009,ORD00028009,20240122,20240127,3,
28010,ORD00028010,20240122,20240127,3,
28011,ORD00028011,20240122,20240126,4,
28012,ORD00028012,20240122,20240129,4,
28013,ORD00028013,20240122,20240129,4,
28014,ORD00028014,20240122,20240124,5,
28015,ORD00028015,20240122,20240128,5,
28016,ORD00028016,20240122,20240123,3,
28017,ORD00028017,20240122,20240126,4,
28018,ORD00028018,20240122,20240124,5,
28019,ORD00028019,20240122,20240123,5,
28020,ORD00028020,20240122,20240125,3,
28021,ORD00028021,20240122,20240126,4,
28022,ORD00028022,20240122,20240123,5,
28023,ORD00028023,20240122,20240124,4,
28024,ORD00028024,20240122,20240123,4,
28025,ORD00028025,20240122,20240125,5,
28026,ORD00028026,20240122,20240127,5,
28027,ORD00028027,20240122,20240127,3,
28028,ORD00028028,20240122,20240128,3,
28029,ORD00028029,20240122,20240126,4,
28030,ORD00028030,20240122,20240124,5,
28031,ORD00028031,20240122,20240125,5,
28032,ORD00028032,20240122,20240124,5,
28033,ORD00028033,20240122,20240129,4,
28034,ORD00028034,20240122,20240126,1,Follow-up required
28035,ORD00028035,20240122,20240125,4,
28036,ORD00028036,20240122,20240123,4,
28037,ORD00028037,20240122,20240129,4,
28038,ORD00028038,20240122,20240127,4,
28039,ORD00028039,20240122,20240129,4,
28040,ORD00028040,20240122,20240123,5,
28041,ORD00028041,20240122,20240129,1,Follow-up required
28042,ORD00028042,20240122,20240128,5,
28043,ORD00028043,20240122,20240123,4,
28044,ORD00028044,20240122,20240124,5,
28045,ORD00028045,20240122,20240128,4,
28046,ORD00028046,20240122,20240124,1,Follow-up required
28047,ORD00028047,20240122,20240128,3,
28048,ORD00028048,20240122,20240126,3,
28049,ORD00028049,20240122,20240129,3,
28050,ORD00028050,20240122,20240123,5,
28051,ORD00028051,20240122,20240123,3,
28052,ORD00028052,20240122,20240123,4,
28053,ORD00028053,20240122,20240128,3,
28054,ORD00028054,20240122,20240127,4,
28055,ORD00028055,20240122,20240125,5,
28056,ORD00028056,20240122,20240127,3,
28057,ORD00028057,20240122,20240123,4,
28058,ORD00028058,20240122,20240126,5,
28059,ORD00028059,20240123,20240126,2,Follow-up required
28060,ORD00028060,20240123,20240129,5,
28061,ORD00028061,20240123,20240126,3,
28062,ORD00028062,20240123,20240124,2,Follow-up required
28063,ORD00028063,20240123,20240127,4,
28064,ORD00028064,20240123,20240128,3,
28065,ORD00028065,20240123,20240125,5,
28066,ORD00028066,20240123,20240128,1,Follow-up required
28067,ORD00028067,20240123,20240126,2,Follow-up required
28068,ORD00028068,20240123,20240127,4,
28069,ORD00028069,20240123,20240124,4,
28070,ORD00028070,20240123,20240128,5,
28071,ORD00028071,20240123,20240126,3,
28072,ORD00028072,20240123,20240125,5,
28073,ORD00028073,20240123,20240124,5,
28074,ORD00028074,20240123,20240130,4,
28075,ORD00028075,20240123,20240124,5,
28076,ORD00028076,20240123,20240125,4,
28077,ORD00028077,20240123,20240130,2,Follow-up required
28078,ORD00028078,20240123,20240128,3,
28079,ORD00028079,20240123,20240129,2,Follow-up required
28080,ORD00028080,20240123,20240126,5,
28081,ORD00028081,20240123,20240128,3,
28082,ORD00028082,20240123,20240125,4,
28083,ORD00028083,20240123,20240127,3,
28084,ORD00028084,20240123,20240129,4,
28085,ORD00028085,20240123,20240127,3,
28086,ORD00028086,20240123,20240125,5,
28087,ORD00028087,20240123,20240129,2,Follow-up required
28088,ORD00028088,20240123,20240124,5,
28089,ORD00028089,20240123,20240126,5,
28090,ORD00028090,20240123,20240126,4,
28091,ORD00028091,20240123,20240124,2,Follow-up required
28092,ORD00028092,20240123,20240129,3,
28093,ORD00028093,20240123,20240129,5,
28094,ORD00028094,20240123,20240127,2,Follow-up required
28095,ORD00028095,20240123,20240124,3,
28096,ORD00028096,20240123,20240127,4,
28097,ORD00028097,20240123,20240128,3,
28098,ORD00028098,20240123,20240125,3,
28099,ORD00028099,20240123,20240130,4,
28100,ORD00028100,20240123,20240127,4,
28101,ORD00028101,20240123,20240124,2,Follow-up required
28102,ORD00028102,20240123,20240125,4,
28103,ORD00028103,20240123,20240127,4,
28104,ORD00028104,20240123,20240124,5,
28105,ORD00028105,20240123,20240128,2,Follow-up required
28106,ORD00028106,20240124,20240130,4,
28107,ORD00028107,20240124,20240125,4,
28108,ORD00028108,20240124,20240129,4,
28109,ORD00028109,20240124,20240126,3,
28110,ORD00028110,20240124,20240131,1,Follow-up required
28111,ORD00028111,20240124,20240129,5,
28112,ORD00028112,20240124,20240128,3,
28113,ORD00028113,20240124,20240129,4,
28114,ORD00028114,20240124,20240125,5,
28115,ORD00028115,20240124,20240128,4,
28116,ORD00028116,20240124,20240129,4,
28117,ORD00028117,20240124,20240125,3,
28118,ORD00028118,20240124,20240131,5,
28119,ORD00028119,20240124,20240126,4,
28120,ORD00028120,20240124,20240130,4,
28121,ORD00028121,20240124,20240127,4,
28122,ORD00028122,20240124,20240130,5,
28123,ORD00028123,20240124,20240131,5,
28124,ORD00028124,20240124,20240131,3,
28125,ORD00028125,20240124,20240130,4,
28126,ORD00028126,20240124,20240125,4,
28127,ORD00028127,20240124,20240128,1,Follow-up required
28128,ORD00028128,20240124,20240130,5,
28129,ORD00028129,20240124,20240130,2,Follow-up required
28130,ORD00028130,20240124,20240131,4,
28131,ORD00028131,20240124,20240126,3,
28132,ORD00028132,20240124,20240131,3,
28133,ORD00028133,20240124,20240126,4,
28134,ORD00028134,20240124,20240131,5,
28135,ORD00028135,20240124,20240131,4,
28136,ORD00028136,20240124,20240126,3,
28137,ORD00028137,20240124,20240131,4,
28138,ORD00028138,20240124,20240129,3,
28139,ORD00028139,20240124,20240126,2,Follow-up required
28140,ORD00028140,20240124,20240130,2,Follow-up required
28141,ORD00028141,20240124,20240126,1,Follow-up required
28142,ORD00028142,20240124,20240127,4,
28143,ORD00028143,20240124,20240129,4,
28144,ORD00028144,20240124,20240125,3,
28145,ORD00028145,20240124,20240125,5,
28146,ORD00028146,20240124,20240128,2,Follow-up required
28147,ORD00028147,20240124,20240126,5,
28148,ORD00028148,20240124,20240131,4,
28149,ORD00028149,20240124,20240128,1,Follow-up required
28150,ORD00028150,20240124,20240125,5,
28151,ORD00028151,20240124,20240126,3,
28152,ORD00028152,20240125,20240127,4,
28153,ORD00028153,20240125,20240126,3,
28154,ORD00028154,20240125,20240127,5,
28155,ORD00028155,20240125,20240130,4,
28156,ORD00028156,20240125,20240201,2,Follow-up required
28157,ORD00028157,20240125,20240127,2,Follow-up required
28158,ORD00028158,20240125,20240127,5,
28159,ORD00028159,20240125,20240129,3,
28160,ORD00028160,20240125,20240201,2,Follow-up required
28161,ORD00028161,20240125,20240201,4,
28162,ORD00028162,20240125,20240128,5,
28163,ORD00028163,20240125,20240126,3,
28164,ORD00028164,20240125,20240201,3,
28165,ORD00028165,20240125,20240126,5,
28166,ORD00028166,20240125,20240131,2,Follow-up required
28167,ORD00028167,20240125,20240126,4,
28168,ORD00028168,20240125,20240201,5,
28169,ORD00028169,20240125,20240129,5,
28170,ORD00028170,20240125,20240201,2,Follow-up required
28171,ORD00028171,20240125,20240201,3,
28172,ORD00028172,20240125,20240131,2,Follow-up required
28173,ORD00028173,20240125,20240127,5,
28174,ORD00028174,20240125,20240128,5,
28175,ORD00028175,20240125,20240129,3,
28176,ORD00028176,20240125,20240128,4,
28177,ORD00028177,20240125,20240130,5,
28178,ORD00028178,20240125,20240131,3,
28179,ORD00028179,20240125,20240131,3,
28180,ORD00028180,20240125,20240201,1,Follow-up required
28181,ORD00028181,20240125,20240130,4,
28182,ORD00028182,20240125,20240129,5,
28183,ORD00028183,20240125,20240129,5,
28184,ORD00028184,20240125,20240128,2,Follow-up required
28185,ORD00028185,20240125,20240129,3,
28186,ORD00028186,20240125,20240127,4,
28187,ORD00028187,20240125,20240201,5,
28188,ORD00028188,20240125,20240129,4,
28189,ORD00028189,20240125,20240129,4,
28190,ORD00028190,20240125,20240131,4,
28191,ORD00028191,20240125,20240127,2,Follow-up required
28192,ORD00028192,20240125,20240126,4,
28193,ORD00028193,20240125,20240126,5,
28194,ORD00028194,20240125,20240130,2,Follow-up required
28195,ORD00028195,20240125,20240129,4,
28196,ORD00028196,20240125,20240201,3,
28197,ORD00028197,20240125,20240130,4,
28198,ORD00028198,20240125,20240201,4,
28199,ORD00028199,20240126,20240130,4,
28200,ORD00028200,20240126,20240128,5,
28201,ORD00028201,20240126,20240129,4,
28202,ORD00028202,20240126,20240130,4,
28203,ORD00028203,20240126,20240131,1,Follow-up required
28204,ORD00028204,20240126,20240131,5,
28205,ORD00028205,20240126,20240130,3,
28206,ORD00028206,20240126,20240202,5,
28207,ORD00028207,20240126,20240131,3,
28208,ORD00028208,20240126,20240131,1,Follow-up required
28209,ORD00028209,20240126,20240128,3,
28210,ORD00028210,20240126,20240131,5,
28211,ORD00028211,20240126,20240127,3,
28212,ORD00028212,20240126,20240127,2,Follow-up required
28213,ORD00028213,20240126,20240202,2,Follow-up required
28214,ORD00028214,20240126,20240129,3,
28215,ORD00028215,20240126,20240127,1,Follow-up required
28216,ORD00028216,20240126,20240127,4,
28217,ORD00028217,20240126,20240128,3,
28218,ORD00028218,20240126,20240130,4,
28219,ORD00028219,20240126,20240128,2,Follow-up required
28220,ORD00028220,20240126,20240131,4,
28221,ORD00028221,20240126,20240127,4,
28222,ORD00028222,20240126,20240131,2,Follow-up required
28223,ORD00028223,20240126,20240201,4,
28224,ORD00028224,20240126,20240202,3,
28225,ORD00028225,20240126,20240202,3,
28226,ORD00028226,20240126,20240201,4,
28227,ORD00028227,20240126,20240201,4,
28228,ORD00028228,20240126,20240130,4,
28229,ORD00028229,20240126,20240130,3,
28230,ORD00028230,20240126,20240129,3,
28231,ORD00028231,20240126,20240129,3,
28232,ORD00028232,20240126,20240128,4,
28233,ORD00028233,20240126,20240127,4,
28234,ORD00028234,20240126,20240201,3,
28235,ORD00028235,20240126,20240131,5,
28236,ORD00028236,20240126,20240202,2,Follow-up required
28237,ORD00028237,20240126,20240129,5,
28238,ORD00028238,20240126,20240130,2,Follow-up required
28239,ORD00028239,20240126,20240130,5,
28240,ORD00028240,20240126,20240129,4,
28241,ORD00028241,20240126,20240130,5,
28242,ORD00028242,20240126,20240127,2,Follow-up required
28243,ORD00028243,20240126,20240127,4,
28244,ORD00028244,20240126,20240128,3,
28245,ORD00028245,20240127,20240128,5,
28246,ORD00028246,20240127,20240130,5,
28247,ORD00028247,20240127,20240130,3,
28248,ORD00028248,20240127,20240128,4,
28249,ORD00028249,20240127,20240130,4,
28250,ORD00028250,20240127,20240129,3,
28251,ORD00028251,20240127,20240129,3,
28252,ORD00028252,20240127,20240131,5,
28253,ORD00028253,20240127,20240129,4,
28254,ORD00028254,20240127,20240201,2,Follow-up required
28255,ORD00028255,20240127,20240128,3,
28256,ORD00028256,20240127,20240203,3,
28257,ORD00028257,20240127,20240203,4,
28258,ORD00028258,20240127,20240202,3,
28259,ORD00028259,20240127,20240130,4,
28260,ORD00028260,20240127,20240130,3,
28261,ORD00028261,20240127,20240129,3,
28262,ORD00028262,20240127,20240129,2,Follow-up required
28263,ORD00028263,20240127,20240129,5,
28264,ORD00028264,20240127,20240130,3,
28265,ORD00028265,20240127,20240201,5,
28266,ORD00028266,20240127,20240130,3,
28267,ORD00028267,20240127,20240129,4,
28268,ORD00028268,20240127,20240201,3,
28269,ORD00028269,20240127,20240129,4,
28270,ORD00028270,20240127,20240201,5,
28271,ORD00028271,20240127,20240202,3,
28272,ORD00028272,20240127,20240202,3,
28273,ORD00028273,20240127,20240129,4,
28274,ORD00028274,20240127,20240201,3,
28275,ORD00028275,20240127,20240128,4,
28276,ORD00028276,20240127,20240201,2,Follow-up required
28277,ORD00028277,20240127,20240203,4,
28278,ORD00028278,20240127,20240203,4,
28279,ORD00028279,20240127,20240202,2,Follow-up required
28280,ORD00028280,20240127,20240129,4,
28281,ORD00028281,20240127,20240131,4,
28282,ORD00028282,20240127,20240129,3,
28283,ORD00028283,20240127,20240203,4,
28284,ORD00028284,20240127,20240203,4,
28285,ORD00028285,20240127,20240131,2,Follow-up required
28286,ORD00028286,20240127,20240203,5,
28287,ORD00028287,20240127,20240130,4,
28288,ORD00028288,20240127,20240201,2,Follow-up required
28289,ORD00028289,20240127,20240201,5,
28290,ORD00028290,20240127,20240129,3,
28291,ORD00028291,20240128,20240204,4,
28292,ORD00028292,20240128,20240131,3,
28293,ORD00028293,20240128,20240203,5,
28294,ORD00028294,20240128,20240130,5,
28295,ORD00028295,20240128,20240129,4,
28296,ORD00028296,20240128,20240129,3,
28297,ORD00028297,20240128,20240203,3,
28298,ORD00028298,20240128,20240201,4,
28299,ORD00028299,20240128,20240203,2,Follow-up required
28300,ORD00028300,20240128,20240202,3,
28301,ORD00028301,20240128,20240201,4,
28302,ORD00028302,20240128,20240203,5,
28303,ORD00028303,20240128,20240203,3,
28304,ORD00028304,20240128,20240201,3,
28305,ORD00028305,20240128,20240202,5,
28306,ORD00028306,20240128,20240129,5,
28307,ORD00028307,20240128,20240201,4,
28308,ORD00028308,20240128,20240202,1,Follow-up required
28309,ORD00028309,20240128,20240203,4,
28310,ORD00028310,20240128,20240129,5,
28311,ORD00028311,20240128,20240202,1,Follow-up required
28312,ORD00028312,20240128,20240202,4,
28313,ORD00028313,20240128,20240130,4,
28314,ORD00028314,20240128,20240129,4,
28315,ORD00028315,20240128,20240201,5,
28316,ORD00028316,20240128,20240203,4,
28317,ORD00028317,20240128,20240202,4,
28318,ORD00028318,20240128,20240130,4,
28319,ORD00028319,20240128,20240131,3,
28320,ORD00028320,20240128,20240204,4,
28321,ORD00028321,20240128,20240203,5,
28322,ORD00028322,20240128,20240131,5,
28323,ORD00028323,20240128,20240130,4,
28324,ORD00028324,20240128,20240129,2,Follow-up required
28325,ORD00028325,20240128,20240131,5,
28326,ORD00028326,20240128,20240201,4,
28327,ORD00028327,20240128,20240204,5,
28328,ORD00028328,20240128,20240204,2,Follow-up required
28329,ORD00028329,20240128,20240130,3,
28330,ORD00028330,20240128,20240202,2,Follow-up required
28331,ORD00028331,20240128,20240130,5,
28332,ORD00028332,20240128,20240201,5,
28333,ORD00028333,20240128,20240130,4,
28334,ORD00028334,20240128,20240201,3,
28335,ORD00028335,20240128,20240201,2,Follow-up required
28336,ORD00028336,20240128,20240130,4,
28337,ORD00028337,20240129,20240205,4,
28338,ORD00028338,20240129,20240131,4,
28339,ORD00028339,20240129,20240131,3,
28340,ORD00028340,20240129,20240203,4,
28341,ORD00028341,20240129,20240203,1,Follow-up required
28342,ORD00028342,20240129,20240204,4,
28343,ORD00028343,20240129,20240202,4,
28344,ORD00028344,20240129,20240201,5,
28345,ORD00028345,20240129,20240205,4,
28346,ORD00028346,20240129,20240131,4,
28347,ORD00028347,20240129,20240204,3,
28348,ORD00028348,20240129,20240201,5,
28349,ORD00028349,20240129,20240130,1,Follow-up required
28350,ORD00028350,20240129,20240130,3,
28351,ORD00028351,20240129,20240131,5,
28352,ORD00028352,20240129,20240130,4,
28353,ORD00028353,20240129,20240201,4,
28354,ORD00028354,20240129,20240130,3,
28355,ORD00028355,20240129,20240131,5,
28356,ORD00028356,20240129,20240202,3,
28357,ORD00028357,20240129,20240203,3,
28358,ORD00028358,20240129,20240203,3,
28359,ORD00028359,20240129,20240203,3,
28360,ORD00028360,20240129,20240202,5,
28361,ORD00028361,20240129,20240205,4,
28362,ORD00028362,20240129,20240130,4,
28363,ORD00028363,20240129,20240203,5,
28364,ORD00028364,20240129,20240201,3,
28365,ORD00028365,20240129,20240130,1,Follow-up required
28366,ORD00028366,20240129,20240202,4,
28367,ORD00028367,20240129,20240204,4,
28368,ORD00028368,20240129,20240203,4,
28369,ORD00028369,20240129,20240130,2,Follow-up required
28370,ORD00028370,20240129,20240202,4,
28371,ORD00028371,20240129,20240131,3,
28372,ORD00028372,20240129,20240204,3,
28373,ORD00028373,20240129,20240203,3,
28374,ORD00028374,20240129,20240205,3,
28375,ORD00028375,20240129,20240131,4,
28376,ORD00028376,20240129,20240131,3,
28377,ORD00028377,20240129,20240203,5,
28378,ORD00028378,20240129,20240201,5,
28379,ORD00028379,20240129,20240131,4,
28380,ORD00028380,20240129,20240202,5,
28381,ORD00028381,20240129,20240201,5,
28382,ORD00028382,20240129,20240131,4,
28383,ORD00028383,20240130,20240201,4,
28384,ORD00028384,20240130,20240204,5,
28385,ORD00028385,20240130,20240204,4,
28386,ORD00028386,20240130,20240206,3,
28387,ORD00028387,20240130,20240131,4,
28388,ORD00028388,20240130,20240205,3,
28389,ORD00028389,20240130,20240204,3,
28390,ORD00028390,20240130,20240204,3,
28391,ORD00028391,20240130,20240206,3,
28392,ORD00028392,20240130,20240206,1,Follow-up required
28393,ORD00028393,20240130,20240131,5,
28394,ORD00028394,20240130,20240202,3,
28395,ORD00028395,20240130,20240205,2,Follow-up required
28396,ORD00028396,20240130,20240206,2,Follow-up required
28397,ORD00028397,20240130,20240205,4,
28398,ORD00028398,20240130,20240131,5,
28399,ORD00028399,20240130,20240204,2,Follow-up required
28400,ORD00028400,20240130,20240202,2,Follow-up required
28401,ORD00028401,20240130,20240205,4,
28402,ORD00028402,20240130,20240131,4,
28403,ORD00028403,20240130,20240131,3,
28404,ORD00028404,20240130,20240205,3,
28405,ORD00028405,20240130,20240131,4,
28406,ORD00028406,20240130,20240204,3,
28407,ORD00028407,20240130,20240201,5,
28408,ORD00028408,20240130,20240131,1,Follow-up required
28409,ORD00028409,20240130,20240202,3,
28410,ORD00028410,20240130,20240204,5,
28411,ORD00028411,20240130,20240202,5,
28412,ORD00028412,20240130,20240201,2,Follow-up required
28413,ORD00028413,20240130,20240205,5,
28414,ORD00028414,20240130,20240205,4,
28415,ORD00028415,20240130,20240202,3,
28416,ORD00028416,20240130,20240131,4,
28417,ORD00028417,20240130,20240205,3,
28418,ORD00028418,20240130,20240202,3,
28419,ORD00028419,20240130,20240202,3,
28420,ORD00028420,20240130,20240206,4,
28421,ORD00028421,20240130,20240204,5,
28422,ORD00028422,20240130,20240205,4,
28423,ORD00028423,20240130,20240202,3,
28424,ORD00028424,20240130,20240203,4,
28425,ORD00028425,20240130,20240203,4,
28426,ORD00028426,20240130,20240204,5,
28427,ORD00028427,20240130,20240203,3,
28428,ORD00028428,20240130,20240206,4,
28429,ORD00028429,20240131,20240205,4,
28430,ORD00028430,20240131,20240207,5,
28431,ORD00028431,20240131,20240203,3,
28432,ORD00028432,20240131,20240207,3,
28433,ORD00028433,20240131,20240206,4,
28434,ORD00028434,20240131,20240205,5,
28435,ORD00028435,20240131,20240204,4,
28436,ORD00028436,20240131,20240201,5,
28437,ORD00028437,20240131,20240201,2,Follow-up required
28438,ORD00028438,20240131,20240204,4,
28439,ORD00028439,20240131,20240201,4,
28440,ORD00028440,20240131,20240205,4,
28441,ORD00028441,20240131,20240204,5,
28442,ORD00028442,20240131,20240202,5,
28443,ORD00028443,20240131,20240203,4,
28444,ORD00028444,20240131,20240202,4,
28445,ORD00028445,20240131,20240207,5,
28446,ORD00028446,20240131,20240205,4,
28447,ORD00028447,20240131,20240204,5,
28448,ORD00028448,20240131,20240207,5,
28449,ORD00028449,20240131,20240207,4,
28450,ORD00028450,20240131,20240207,5,
28451,ORD00028451,20240131,20240203,4,
28452,ORD00028452,20240131,20240207,3,
28453,ORD00028453,20240131,20240202,4,
28454,ORD00028454,20240131,20240205,3,
28455,ORD00028455,20240131,20240206,4,
28456,ORD00028456,20240131,20240205,5,
